20260401 071100;1.160240;1.160390;1.160200;1.160240;0
20260401 071200;1.160230;1.160280;1.160070;1.160150;0
20260401 071300;1.160140;1.160460;1.160110;1.160460;0
20260401 071400;1.160450;1.160560;1.160430;1.160530;0
20260401 071500;1.160550;1.160560;1.160350;1.160370;0
20260401 071600;1.160350;1.160440;1.160240;1.160440;0
20260401 071700;1.160450;1.160510;1.160450;1.160460;0
20260401 071800;1.160450;1.160450;1.160140;1.160140;0
20260401 071900;1.160130;1.160460;1.160090;1.160420;0
20260401 072000;1.160410;1.160420;1.160210;1.160210;0
20260401 072100;1.160190;1.160220;1.160140;1.160200;0
20260401 072200;1.160200;1.160210;1.159930;1.160000;0
20260401 072300;1.160000;1.160010;1.159940;1.159940;0
20260401 072400;1.159940;1.160000;1.159830;1.159980;0
20260401 072500;1.159970;1.160140;1.159930;1.160060;0
20260401 072600;1.160070;1.160200;1.160030;1.160190;0
20260401 072700;1.160180;1.160180;1.159940;1.160030;0
20260401 072800;1.160030;1.160060;1.159890;1.159910;0
20260401 072900;1.159900;1.159940;1.159820;1.159920;0
20260401 073000;1.159950;1.160090;1.159900;1.160090;0
20260401 073100;1.160080;1.160130;1.159980;1.160110;0
20260401 073200;1.160110;1.160150;1.159930;1.159980;0
20260401 073300;1.159970;1.159990;1.159830;1.159870;0
20260401 073400;1.159890;1.159930;1.159780;1.159890;0
20260401 073500;1.159900;1.160100;1.159900;1.160020;0
20260401 073600;1.160030;1.160150;1.160030;1.160090;0
20260401 073700;1.160110;1.160230;1.160080;1.160230;0
20260401 073800;1.160240;1.160260;1.160150;1.160240;0
20260401 073900;1.160250;1.160250;1.160170;1.160200;0
20260401 074000;1.160210;1.160270;1.160130;1.160180;0
20260401 074100;1.160160;1.160270;1.160120;1.160260;0
20260401 074200;1.160250;1.160260;1.160130;1.160140;0
20260401 074300;1.160130;1.160240;1.160080;1.160150;0
20260401 074400;1.160140;1.160270;1.160140;1.160230;0
20260401 074500;1.160240;1.160370;1.160230;1.160290;0
20260401 074600;1.160320;1.160380;1.160270;1.160350;0
20260401 074700;1.160350;1.160390;1.160210;1.160230;0
20260401 074800;1.160250;1.160570;1.160240;1.160550;0
20260401 074900;1.160540;1.160680;1.160480;1.160620;0
20260401 075000;1.160620;1.160650;1.160560;1.160580;0
20260401 075100;1.160590;1.160590;1.160480;1.160520;0
20260401 075200;1.160520;1.160540;1.160440;1.160520;0
20260401 075300;1.160540;1.160590;1.160500;1.160510;0
20260401 075400;1.160520;1.160730;1.160520;1.160710;0
20260401 075500;1.160700;1.160750;1.160620;1.160680;0
20260401 075600;1.160680;1.160730;1.160640;1.160690;0
20260401 075700;1.160700;1.160920;1.160680;1.160920;0
20260401 075800;1.160960;1.160980;1.160780;1.160800;0
20260401 075900;1.160800;1.160800;1.160710;1.160720;0
20260401 080000;1.160740;1.160900;1.160730;1.160880;0
20260401 080100;1.160890;1.161040;1.160850;1.161030;0
